pid,arm,acc,minivlat_c,aiuse_c,mean_logd,n_toolitems,adoption_rate
P054,socratic,0.8125,-2.659574468085107,-1.0691489361702127,4.079818893202985,5,0.0
P016,google,1.0,-0.6595744680851068,-0.06914893617021267,4.070725905052077,2,0.0
P020,socratic,0.5625,2.340425531914893,0.9308510638297873,3.3807953102482826,2,0.0
P070,socratic,1.0,0.3404255319148932,-4.069148936170213,3.374741287805039,2,0.0
P178,google,0.75,0.3404255319148932,-0.06914893617021267,2.3561258599220753,1,0.0
P180,unrestricted,0.4375,1.3404255319148932,-0.06914893617021267,2.568608647936162,8,0.0
P191,unrestricted,0.875,2.340425531914893,0.9308510638297873,2.5850030624118197,3,0.3333333333333333
P076,socratic,0.5625,-0.6595744680851068,0.9308510638297873,3.1841938271946306,8,0.0
P172,socratic,0.875,1.3404255319148932,0.9308510638297873,2.952146045391068,1,0.0
P053,google,0.625,-1.6595744680851068,0.9308510638297873,4.383263369601876,1,0.0
P174,socratic,0.8125,-0.6595744680851068,-1.0691489361702127,3.704776942774844,2,0.0
P080,socratic,0.5625,2.340425531914893,-0.06914893617021267,3.51383691512572,4,0.0
P161,socratic,0.9375,-0.6595744680851068,-0.06914893617021267,2.723701133464154,3,0.0
P096,socratic,0.875,2.340425531914893,0.9308510638297873,3.798135067437035,2,0.0
P048,google,0.625,0.3404255319148932,-0.06914893617021267,2.362173884405703,1,0.0
P112,unrestricted,0.5,-1.6595744680851068,0.9308510638297873,2.431625405847163,7,0.0
P173,google,0.875,3.340425531914893,0.9308510638297873,3.8726567264698137,3,0.0
P165,google,0.75,1.3404255319148932,-2.0691489361702127,3.4785888563364638,3,0.0
P087,unrestricted,0.875,0.3404255319148932,-0.06914893617021267,2.126332369090704,8,0.25
P181,google,0.75,-2.659574468085107,-2.0691489361702127,4.487477868629168,3,0.0
P017,socratic,0.875,-1.6595744680851068,0.9308510638297873,4.571106641331545,2,0.0
P202,google,0.625,0.3404255319148932,-1.0691489361702127,3.0118024537314856,1,0.0
P072,socratic,0.75,-5.659574468085107,0.9308510638297873,3.2372537311604335,8,0.0
P079,google,0.75,1.3404255319148932,0.9308510638297873,3.675936094221975,2,0.0
P091,unrestricted,0.625,0.3404255319148932,0.9308510638297873,1.5370693388877106,8,0.5
P078,google,0.75,1.3404255319148932,-1.0691489361702127,4.003138764836268,3,0.0
P155,socratic,1.0,3.340425531914893,0.9308510638297873,3.18751397708143,3,0.0
P201,google,0.75,2.340425531914893,-1.0691489361702127,2.156171074538509,1,0.0
P118,socratic,0.3125,0.3404255319148932,-1.0691489361702127,3.389158538050399,1,0.0
P050,unrestricted,0.625,0.3404255319148932,-1.0691489361702127,2.308361928056102,8,0.125
P103,google,0.875,1.3404255319148932,0.9308510638297873,3.9301833469225715,4,0.0
P024,google,0.9375,0.3404255319148932,0.9308510638297873,2.7799839660354153,4,0.0
P125,google,0.6875,0.3404255319148932,0.9308510638297873,2.85514878264385,2,0.0
P006,google,0.8125,2.340425531914893,-2.0691489361702127,1.3368916706651701,2,1.0
P199,google,0.6875,3.340425531914893,-2.0691489361702127,3.086519817738068,3,0.3333333333333333
P120,socratic,0.75,3.340425531914893,0.9308510638297873,2.9828462894850474,3,0.0
P127,google,0.75,-0.6595744680851068,-0.06914893617021267,2.836721583071474,5,0.0
P140,socratic,0.9375,2.340425531914893,-1.0691489361702127,3.7580673353671346,2,0.0
P113,google,0.6875,0.3404255319148932,-0.06914893617021267,3.444560602500754,2,0.0
P139,google,0.8125,0.3404255319148932,0.9308510638297873,2.4029703349469074,4,0.5
P156,socratic,0.9375,-7.659574468085107,0.9308510638297873,1.9067790989032822,8,0.5
P157,unrestricted,0.8125,0.3404255319148932,0.9308510638297873,2.5033507127287633,8,0.0
P008,socratic,0.875,1.3404255319148932,-1.0691489361702127,3.370360095841987,1,0.0
P007,unrestricted,0.625,-3.659574468085107,-0.06914893617021267,2.813788148682459,6,0.0
P194,unrestricted,0.875,-3.659574468085107,-0.06914893617021267,3.752549126613377,2,0.0
P185,socratic,0.8125,3.340425531914893,-1.0691489361702127,2.639502957502647,2,0.0
P083,unrestricted,0.4375,-2.659574468085107,-1.0691489361702127,1.6577888964279939,7,0.42857142857142855
P197,socratic,0.5,-2.659574468085107,-0.06914893617021267,3.7432966141485,1,0.0
P082,unrestricted,0.6875,1.3404255319148932,-0.06914893617021267,2.3141131247382125,4,0.25
P109,socratic,0.9375,0.3404255319148932,0.9308510638297873,2.3381388140968475,2,0.0
P068,unrestricted,0.375,1.3404255319148932,-2.0691489361702127,2.2125095664014056,8,0.375
P057,unrestricted,0.875,3.340425531914893,-0.06914893617021267,2.7590913509521116,3,0.0
P146,unrestricted,0.6875,-1.6595744680851068,0.9308510638297873,2.2364431967083136,8,0.25
P163,google,1.0,3.340425531914893,-0.06914893617021267,3.238615683658697,3,0.0
P167,socratic,0.9375,-0.6595744680851068,-0.06914893617021267,2.9675468145837414,6,0.0
P018,socratic,0.8125,2.340425531914893,0.9308510638297873,3.506970362245876,2,0.0
P052,unrestricted,0.6875,0.3404255319148932,-0.06914893617021267,3.1873270322319636,8,0.25
P086,unrestricted,1.0,-4.659574468085107,0.9308510638297873,1.9625894598436966,8,0.5
P169,socratic,0.8125,3.340425531914893,0.9308510638297873,2.9876567645692425,3,0.0
P064,socratic,1.0,-1.6595744680851068,0.9308510638297873,3.1372318358276905,1,0.0
P063,unrestricted,0.625,-0.6595744680851068,-0.06914893617021267,3.3342089188383164,8,0.0
P009,google,0.3125,-1.6595744680851068,-0.06914893617021267,1.5111633431657598,1,1.0
P098,socratic,0.6875,1.3404255319148932,0.9308510638297873,2.8968324267975065,2,0.0
P043,google,0.875,3.340425531914893,-1.0691489361702127,2.7324074696134404,3,0.0
P196,google,0.9375,-5.659574468085107,0.9308510638297873,3.5706813415679566,2,0.0
P088,google,0.5625,-3.659574468085107,0.9308510638297873,2.513790516377716,4,0.0
P097,socratic,0.875,1.3404255319148932,0.9308510638297873,2.5753611570313755,2,0.0
P150,google,0.5,-2.659574468085107,0.9308510638297873,2.7292244363336167,1,0.0
P145,unrestricted,0.875,3.340425531914893,0.9308510638297873,2.686005478134357,4,0.0
P011,unrestricted,0.875,1.3404255319148932,0.9308510638297873,2.5259844679909507,6,0.0
P019,unrestricted,0.6875,0.3404255319148932,-0.06914893617021267,2.790965757316121,4,0.0
P183,socratic,0.5625,-5.659574468085107,0.9308510638297873,2.174084044328258,5,0.2
P077,google,0.8125,-0.6595744680851068,0.9308510638297873,2.9648064371072156,5,0.0
P133,socratic,0.75,-1.6595744680851068,-3.0691489361702127,4.825830657008495,1,0.0
P110,unrestricted,0.9375,-0.6595744680851068,0.9308510638297873,2.1730693113744786,8,0.0
P055,unrestricted,0.625,2.340425531914893,-1.0691489361702127,3.001306920343409,8,0.0
P151,unrestricted,0.5625,-0.6595744680851068,-0.06914893617021267,2.9927751405162932,8,0.125
P128,socratic,0.625,-1.6595744680851068,0.9308510638297873,3.447887357912549,3,0.0
P058,socratic,0.5,-0.6595744680851068,-0.06914893617021267,2.3791756951557583,1,0.0
P021,google,0.8125,2.340425531914893,0.9308510638297873,4.3794357813099545,1,0.0
P200,google,0.6875,-0.6595744680851068,0.9308510638297873,3.8983296782961436,1,0.0
P051,socratic,0.5625,-2.659574468085107,0.9308510638297873,3.6986602510202102,5,0.0
P023,socratic,0.9375,-7.659574468085107,0.9308510638297873,3.479561516079018,3,0.0
P106,socratic,0.875,0.3404255319148932,-2.0691489361702127,3.6856323310302366,3,0.0
P134,google,0.875,1.3404255319148932,-1.0691489361702127,3.602892376878888,5,0.0
P162,unrestricted,0.5,2.340425531914893,0.9308510638297873,2.1822371165214838,7,0.0
P002,unrestricted,0.5,-1.6595744680851068,-1.0691489361702127,1.709334471596133,5,0.4
P154,unrestricted,0.1875,-5.659574468085107,-0.06914893617021267,2.46542601053794,8,0.375
P159,unrestricted,0.8125,-0.6595744680851068,0.9308510638297873,2.7040560574068677,4,0.0
P074,google,0.6875,-0.6595744680851068,-0.06914893617021267,3.6382287696729563,6,0.0
P123,google,0.5,-7.659574468085107,-0.06914893617021267,3.199267489663474,2,0.0
P107,google,0.625,-7.659574468085107,0.9308510638297873,5.026528934189734,2,0.0
P152,google,0.8125,1.3404255319148932,0.9308510638297873,3.0141123208354204,1,0.0
P099,google,0.8125,1.3404255319148932,-0.06914893617021267,3.176020145387608,2,0.0
P037,socratic,0.6875,3.340425531914893,-1.0691489361702127,2.865509686504017,1,0.0
P193,socratic,0.6875,-1.6595744680851068,0.9308510638297873,3.312913693092772,3,0.0
P177,socratic,0.5625,-3.659574468085107,-0.06914893617021267,2.104798086426388,3,0.0
P012,socratic,0.875,-2.659574468085107,0.9308510638297873,3.1419679317011613,3,0.0
P195,socratic,0.9375,0.3404255319148932,0.9308510638297873,2.441162018604719,5,0.2
P104,socratic,0.25,-1.6595744680851068,-1.0691489361702127,2.725568748013176,4,0.0
P137,google,0.9375,1.3404255319148932,-1.0691489361702127,3.6146569210047232,3,0.0
P029,socratic,0.4375,0.3404255319148932,0.9308510638297873,3.746778462829879,6,0.0
P085,unrestricted,0.875,0.3404255319148932,0.9308510638297873,3.1527996807282173,5,0.0
P204,unrestricted,0.6875,-5.659574468085107,-0.06914893617021267,2.882246510887187,8,0.125
P056,socratic,0.875,2.340425531914893,-0.06914893617021267,3.4090663400408503,1,0.0
P124,unrestricted,0.875,1.3404255319148932,-0.06914893617021267,2.6900267662223305,7,0.14285714285714285
P129,socratic,0.875,2.340425531914893,0.9308510638297873,2.751299309925783,7,0.14285714285714285
P116,socratic,0.9375,2.340425531914893,-0.06914893617021267,3.534618933082358,4,0.0
P032,unrestricted,0.6875,2.340425531914893,0.9308510638297873,2.5315835331590795,8,0.25
P135,google,0.6875,1.3404255319148932,-0.06914893617021267,2.4453933757923063,5,0.0
P187,unrestricted,0.8125,-3.659574468085107,-0.06914893617021267,4.395621306939653,1,0.0
P122,unrestricted,0.875,3.340425531914893,0.9308510638297873,1.7492212066784647,7,0.42857142857142855
P171,unrestricted,0.8125,2.340425531914893,0.9308510638297873,2.2514450941490867,5,0.2
P175,socratic,0.8125,1.3404255319148932,0.9308510638297873,2.883301209841748,4,0.0
P100,google,0.75,1.3404255319148932,-1.0691489361702127,2.7723447471815468,3,0.0
P186,socratic,0.8125,2.340425531914893,-1.0691489361702127,2.8015600379570533,2,0.0
P168,unrestricted,0.4375,2.340425531914893,0.9308510638297873,1.760988204619296,3,0.6666666666666666
P010,google,0.875,3.340425531914893,0.9308510638297873,2.474716833617327,4,0.25
P160,google,0.8125,2.340425531914893,0.9308510638297873,3.0576776033544313,4,0.0
P022,unrestricted,0.75,2.340425531914893,-1.0691489361702127,2.071274287654086,6,0.3333333333333333
P121,socratic,0.625,-1.6595744680851068,-0.06914893617021267,3.520119614400757,4,0.0
P047,google,1.0,3.340425531914893,-0.06914893617021267,5.35487254292129,1,0.0
